Company,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,IPS/Touchscreen,width,height,Memory_plusCapacite,Mermory_plusType,Mermory_Type
Toshiba,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.2,81784.8,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,12.5,Intel Core i5,8,256.0,Intel HD,Windows,1.36,93772.8,IPS,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i5,12,128.0,Nvidia GeForce,Windows,2.4,53759.52,Touchscreen,1920,1080,1024.0,HDD,SSD
Toshiba,Ultrabook,12.5,Intel Core i7,8,512.0,Intel HD,Windows,1.1,95371.2,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,8,1024.0,Nvidia GeForce,Windows,2.04,45101.52,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,AMD Radeon,Linux,2.25,24808.2336,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,1.9,43956.0,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,2.04,36496.8,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Gaming,17.3,Intel Core i7,32,256.0,Nvidia GeForce,Windows,4.42,167778.72,IPS,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel Core i5,6,256.0,Nvidia GeForce,Windows,2.4,37029.6,Touchscreen,1920,1080,0.0,Any,SSD
Dell,2 in 1 Convertible,13.3,Intel Core i7,16,512.0,Intel HD,Windows,1.22,101178.72,Touchscreen,3200,1800,0.0,Any,SSD
Dell,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.5,104587.57439999998,Touchscreen,2560,1440,0.0,Any,SSD
Dell,Gaming,17.3,Intel Core i7,32,256.0,Nvidia GeForce,Windows,4.42,149184.0,Touchscreen,1920,1080,1024.0,HDD,SSD
Toshiba,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.95,62870.4,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.73,109218.672,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Notebook,15.6,Intel Core i5,8,128.0,Nvidia GeForce,Windows,2.04,52161.12,IPS,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,14.0,Intel Core i5,4,508.0,Intel HD,Windows,1.70,53386.56,Touchscreen,1366,768,0.0,Any,Hybrid
Asus,2 in 1 Convertible,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.3,95850.72,Touchscreen,3840,2160,2048.0,HDD,SSD
HP,Notebook,15.6,Intel Core i7,6,1024.0,Intel HD,Windows,2.04,30849.12,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.99,93186.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,2 in 1 Convertible,15.6,Intel Core i7,12,512.0,Intel HD,Windows,2.19,69210.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Toshiba,Notebook,13.3,Intel Core i5,4,128.0,Intel HD,Windows,1.2,63669.6,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,AMD,6,256.0,AMD Radeon,Windows,2.2,29250.72,Touchscreen,1920,1080,0.0,Any,SSD
Fujitsu,Notebook,15.6,Intel Core i5,4,256.0,Intel HD,Windows,2.3,34578.72,Touchscreen,1366,768,0.0,Any,SSD
Toshiba,Notebook,14.0,Intel Core i5,4,500.0,Intel HD,Windows,1.75,48751.2,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,4,500.0,AMD Radeon,Windows,2.25,31914.72,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i5,8,1024.0,Intel HD,Windows,2.04,42943.68,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.5,63349.92,IPS,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i7,8,1024.0,AMD Radeon,Windows,2.36,39906.72,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,14.0,Intel Core i5,8,128.0,Intel HD,Windows,1.6,59620.32,Touchscreen,1920,1080,0.0,Any,SSD
HP,Netbook,12.5,Intel,8,512.0,Intel HD,Windows,0.97,101658.24,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i3,4,128.0,AMD Radeon,Windows,2.1,26586.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel,4,128.0,Intel HD,No OS,1.9,14418.6336,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.3,71874.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.68,47365.92,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.4,61272.0,Touchscreen,3200,1800,0.0,Any,SSD
HP,Ultrabook,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.11,71874.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel,4,500.0,Intel HD,Windows,2.4,20246.4,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.5,95850.72,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Ultrabook,14.0,Intel Core i7,8,512.0,Intel HD,Windows,1.48,111301.92,Touchscreen,1920,1080,0.0,Any,SSD
Acer,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.7,67132.8,IPS,1920,1080,1024.0,HDD,SSD
HP,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.34,63349.92,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i3,4,128.0,Intel HD,Windows,2.18,29144.16,Touchscreen,1366,768,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,4,500.0,Intel HD,Windows,1.64,41505.12,Touchscreen,1366,768,0.0,Any,HDD
Toshiba,Notebook,13.3,Intel Core i5,4,128.0,Intel HD,Windows,1.2,63669.6,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,4,256.0,Intel HD,Windows,1.48,58607.46719999999,Touchscreen,1366,768,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,4,256.0,Intel HD,Windows,1.95,64202.4,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.43,77202.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,8,256.0,Nvidia GeForce,Windows,1.64,55904.5728,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i3,4,500.0,Intel HD,Windows,1.64,36443.52,Touchscreen,1366,768,0.0,Any,HDD
Dell,Gaming,15.6,Intel Core i5,8,1024.0,Nvidia GeForce,Windows,2.65,50562.72,Touchscreen,1920,1080,0.0,Any,Hybrid
HP,Ultrabook,12.5,Intel Core i5,4,500.0,Intel HD,Windows,1.26,81997.92,Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,14.0,Intel Core i5,4,256.0,Intel HD,Windows,1.48,84715.2,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.54,100550.5488,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,13.3,Intel Core i3,4,500.0,Intel HD,Windows,1.49,42624.0,Touchscreen,1366,768,0.0,Any,HDD
Toshiba,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.5,64468.8,Touchscreen,1366,768,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i3,4,256.0,Intel HD,Windows,2.04,41025.0672,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,Notebook,17.3,Intel Core i7,16,512.0,Nvidia Quadro,Windows,2.4,158135.04,IPS,3840,2160,0.0,Any,SSD
Toshiba,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.47,79387.2,IPS,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.43,118761.12,Touchscreen,1920,1080,0.0,Any,SSD
Dell,2 in 1 Convertible,15.6,Intel Core i3,4,1024.0,Intel HD,Windows,2.08,42410.3472,IPS/Touchscreen,1920,1080,0.0,Any,HDD
Toshiba,Ultrabook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.2,84715.2,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.11,61218.72,IPS,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i7,8,256.0,Nvidia GeForce,Windows,1.64,63159.7104,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,500.0,Intel HD,Windows,2.09,55754.3232,Touchscreen,1920,1080,0.0,Any,HDD
HP,Ultrabook,12.5,Intel Core i5,4,256.0,Intel HD,Windows,1.26,83063.52,Touchscreen,1366,768,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,4,500.0,Intel HD,Windows,2.31,63349.92,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,14.0,Intel Core i5,4,500.0,Intel HD,Windows,1.95,56476.8,Touchscreen,1366,768,0.0,Any,HDD
Dell,Ultrabook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.29,86526.72,Touchscreen,3200,1800,0.0,Any,SSD
HP,Notebook,17.3,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.63,57542.4,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,4,256.0,Intel HD,Windows,1.64,51841.44,Touchscreen,1366,768,0.0,Any,SSD
Acer,Notebook,15.6,AMD,6,1024.0,AMD Radeon,Windows,2.1,21791.52,Touchscreen,1366,768,0.0,Any,HDD
MSI,Gaming,17.3,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.7,63499.10399999999,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.95,63669.6,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,1.84,65480.5872,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,12.5,Intel Core i7,8,256.0,Intel HD,Windows,1.26,71874.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.04,39533.76,Touchscreen,1366,768,0.0,Any,HDD
Toshiba,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.47,91908.0,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.09,56633.976,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.64,53839.9728,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,15.6,Intel Core i7,4,256.0,Intel HD,Windows,1.8,45128.16,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Vero,Notebook,14.0,Intel,2,32.0,Intel HD,Windows,1.45,11231.424,Touchscreen,1366,768,0.0,Any,Flash
Toshiba,Notebook,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.4,75924.0,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.3,55922.688,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,4,500.0,Intel HD,Windows,1.54,53280.0,Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,1.84,112065.9552,Touchscreen,1920,1080,500.0,HDD,SSD
HP,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.43,78268.31999999999,Touchscreen,1920,1080,0.0,Any,SSD
MSI,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3.78,82351.6992,IPS,1920,1080,1024.0,HDD,SSD
Lenovo,Gaming,17.3,Intel Core i7,16,128.0,Nvidia GeForce,Windows,4.6,122010.66719999998,IPS,1920,1080,1024.0,HDD,SSD
Asus,Netbook,11.6,Intel,4,16.0,Intel HD,OS,1.2,15339.311999999998,Touchscreen,1366,768,0.0,Any,Flash
Lenovo,Notebook,14.0,Intel Core i7,16,256.0,Intel HD,Windows,1.1,139593.6,IPS,2560,1440,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,1.91,52161.12,IPS,1920,1080,0.0,Any,HDD
Dell,2 in 1 Convertible,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.3,58288.32,IPS/Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,4,256.0,Intel HD,Windows,2.04,52161.12,Touchscreen,1366,768,0.0,Any,SSD
Dell,Ultrabook,13.3,Intel Core i7,16,1024.0,Intel HD,Windows,1.2,120093.12,Touchscreen,3200,1800,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,2.31,37570.392,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,No OS,1.96,26586.72,Touchscreen,1366,768,0.0,Any,HDD
Acer,Notebook,15.6,AMD,8,1024.0,AMD Radeon,Windows,2.4,23922.72,Touchscreen,1366,768,0.0,Any,HDD
Dell,2 in 1 Convertible,13.3,Intel Core i7,12,256.0,Intel HD,Windows,1.6,69210.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
MSI,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.94,96916.32,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Notebook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,2.04,57009.6,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Gaming,17.3,Intel Core i7,16,1024.0,Nvidia GeForce,No OS,4,53173.44,IPS,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,4,1024.0,Intel HD,Windows,2.25,29783.52,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i7,16,2048.0,AMD Radeon,Windows,2.32,52746.6672,Touchscreen,1920,1080,0.0,Any,HDD
MSI,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,1.8,102777.12,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Ultrabook,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.29,77682.23999999999,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Gaming,17.3,Intel Core i7,64,1024.0,Nvidia GeForce,Windows,3.58,211788.0,IPS,1920,1080,0.0,Any,SSD
Dell,2 in 1 Convertible,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.62,42517.9728,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3.21,70809.12,Touchscreen,3840,2160,1024.0,HDD,SSD
Apple,Ultrabook,12.0,Intel,8,256.0,Intel HD,OS,0.920,69264.0,IPS,2304,1440,0.0,Any,Flash
Dell,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,2.06,25679.8944,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.31,63882.72,Touchscreen,1366,768,0.0,Any,HDD
HP,Ultrabook,12.5,Intel Core i5,8,256.0,Intel HD,Windows,1.26,63882.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.49,58075.2,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,12.5,Intel Core i7,8,256.0,Intel HD,Windows,1.3,91294.7472,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,17.3,Intel Core i5,8,1024.0,AMD Radeon,Windows,3.0,35111.52,Touchscreen,1600,900,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i5,4,1024.0,Nvidia GeForce,Windows,2.3,52054.56,IPS,1920,1080,0.0,Any,HDD
MSI,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3.78,133146.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.1,28771.2,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.31,50083.2,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Ultrabook,12.5,Intel,8,512.0,Intel HD,Windows,0.99,74538.72,IPS/Touchscreen,2560,1440,0.0,Any,SSD
Lenovo,Gaming,17.3,Intel Core i7,32,512.0,Nvidia GeForce,Windows,4.6,172627.19999999998,IPS,1920,1080,1024.0,Hybrid,SSD
Lenovo,2 in 1 Convertible,10.1,Intel,4,64.0,Intel HD,Windows,0.69,34433.2656,IPS/Touchscreen,1920,1200,0.0,Any,Flash
HP,Ultrabook,13.3,Intel Core i7,16,512.0,Intel HD,Windows,1.3,109170.72,IPS,3840,2160,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.18,39960.0,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,4,500.0,Intel HD,Windows,1.54,54931.14719999999,Touchscreen,1920,1080,0.0,Any,HDD
HP,Workstation,15.6,Intel Core i7,8,256.0,AMD FirePro,Windows,1.9,79653.59999999999,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,180.0,Intel HD,Windows,1.7,63882.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,13.3,Intel,4,32.0,Intel HD,OS,1.29,32767.2,Touchscreen,3200,1800,0.0,Any,Flash
Acer,Notebook,15.6,AMD,4,500.0,AMD Radeon,Windows,2.4,20619.36,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel,4,500.0,Intel HD,Linux,2.2,20965.1472,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,No OS,1.86,18434.3472,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.7,85194.72,IPS,1920,1080,1024.0,HDD,SSD
Dell,Ultrabook,13.3,Intel Core i5,4,256.0,AMD Radeon,Windows,1.4,43601.688,IPS,1920,1080,0.0,Any,SSD
HP,Netbook,12.5,Intel Core i5,4,128.0,Intel HD,Windows,2.4,85194.72,Touchscreen,1366,768,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.4,42570.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i5,8,1024.0,AMD Radeon,Windows,2.36,34035.264,Touchscreen,1920,1080,0.0,Any,HDD
MSI,Gaming,17.3,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.6,85194.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel,4,1024.0,Intel HD,Windows,1.96,26640.0,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,16,128.0,Nvidia GeForce,Windows,4.3,122490.72,IPS,1920,1080,1024.0,HDD,SSD
Dell,Ultrabook,12.5,Intel Core i3,4,500.0,Intel HD,Windows,1.5,60480.792,Touchscreen,1366,768,0.0,Any,HDD
Dell,Ultrabook,12.5,Intel Core i3,4,128.0,Intel HD,Windows,1.5,62176.1616,Touchscreen,1366,768,0.0,Any,SSD
Acer,Notebook,15.6,Intel,4,16.0,Intel HD,OS,2.20,11135.52,Touchscreen,1366,768,0.0,Any,SSD
HP,Workstation,17.3,Intel Core i7,8,1024.0,AMD FirePro,Windows,3.0,154458.72,IPS,1920,1080,0.0,Any,HDD
Lenovo,Gaming,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.4,63882.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Ultrabook,12.5,Intel Core i5,8,256.0,Intel HD,Windows,1.5,75289.968,Touchscreen,1366,768,0.0,Any,SSD
MSI,Gaming,17.3,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.9,80516.20319999999,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,2 in 1 Convertible,15.6,Intel Core i5,4,256.0,Intel HD,Windows,2.1,46193.76,IPS/Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,AMD,4,1024.0,AMD Radeon,Windows,2.1,21205.44,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Gaming,15.6,Intel Core i7,16,128.0,Nvidia GeForce,Windows,2.59,71341.92,IPS,1920,1080,1024.0,HDD,SSD
HP,Notebook,13.3,Intel,8,256.0,Intel HD,Windows,1.16,90522.72,Touchscreen,3200,1800,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,4,500.0,AMD Radeon,Windows,2.24,40980.312,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i3,4,128.0,Intel HD,Windows,2.1,22857.12,Touchscreen,1366,768,0.0,Any,SSD
HP,Ultrabook,13.3,Intel Core i7,8,512.0,Intel HD,Windows,1.16,104908.32,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,10.1,Intel,4,64.0,Intel HD,Android,0.69,29250.72,IPS/Touchscreen,1920,1200,0.0,Any,Flash
Dell,Ultrabook,13.3,Intel Core i7,8,256.0,Intel Iris,Windows,1.23,73473.12,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,4.6,146519.46719999998,IPS,1920,1080,1024.0,Hybrid,SSD
Razer,Ultrabook,12.5,Intel Core i7,8,256.0,Intel HD,Windows,1.25,54825.12,Touchscreen,3840,2160,0.0,Any,SSD
Toshiba,Ultrabook,13.3,Intel Core i7,16,512.0,Intel HD,Windows,1.05,118601.28,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Gaming,17.3,Intel Core i7,8,128.0,Nvidia GeForce,Windows,3.52,69929.4672,Touchscreen,1920,1080,1024.0,HDD,SSD
Vero,Notebook,13.3,Intel,4,32.0,Intel HD,Windows,1.35,10442.88,Touchscreen,1920,1080,0.0,Any,Flash
HP,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.16,90043.2,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.43,80612.64,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Linux,2.09,27899.0064,Touchscreen,1366,768,0.0,Any,HDD
Asus,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,Windows,2,23176.8,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.8,88924.31999999999,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,10.1,Intel,4,64.0,Intel HD,Windows,0.69,25521.12,IPS/Touchscreen,1920,1200,0.0,Any,Flash
HP,Ultrabook,12.5,Intel Core i5,8,256.0,Intel HD,Windows,1.26,100965.6,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,Gaming,15.6,Intel Core i5,8,128.0,Nvidia GeForce,No OS,2.4,52693.92,IPS,1920,1080,1024.0,HDD,SSD
HP,Gaming,17.3,Intel Core i5,8,128.0,Nvidia GeForce,Windows,3.35,60153.12,IPS,1920,1080,1024.0,HDD,SSD
HP,Notebook,15.6,Intel Core i7,8,2048.0,Intel HD,Windows,2.04,33513.119999999995,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,512.0,Nvidia Quadro,Windows,1.8,109244.2464,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.5,14811.84,Touchscreen,1366,768,0.0,Any,Flash
HP,Ultrabook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,1.84,40066.56,Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i5,4,1024.0,Nvidia GeForce,Windows,2.23,32820.48,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i7,16,1024.0,AMD Radeon,Windows,2.5,58554.72,Touchscreen,1920,1080,0.0,Any,Hybrid
HP,Workstation,17.3,Intel Core i7,8,256.0,Nvidia Quadro,Windows,3,210424.032,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,1024.0,AMD Radeon,Windows,2.5,41771.52,Touchscreen,1366,768,0.0,Any,HDD
MSI,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3.78,127818.72,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Ultrabook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,1.88,115709.2416,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,512.0,Intel HD,Windows,2.8,130003.2,IPS/Touchscreen,2560,1440,0.0,Any,SSD
MSI,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.4,60888.384,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.48,86793.12,Touchscreen,1920,1080,0.0,Any,SSD
HP,Workstation,15.6,Intel Core i7,8,256.0,Nvidia Quadro,Windows,2.59,118761.12,IPS,1920,1080,0.0,Any,SSD
HP,2 in 1 Convertible,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.48,95850.72,Touchscreen,2560,1440,0.0,Any,SSD
HP,Workstation,15.6,Intel Core i7,8,256.0,Nvidia Quadro,Windows,2.0,101178.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,12.5,Intel Core i7,8,256.0,Intel HD,Windows,1.26,122381.49599999998,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.18,53807.472,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,1.88,84129.12,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.27,124621.92,IPS/Touchscreen,2560,1440,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,No OS,1.9,18061.92,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,AMD,4,500.0,AMD Radeon,Windows,1.86,15824.16,Touchscreen,1366,768,0.0,Any,HDD
